"id","nome","ano_lancamento","dev_publisher","plataforma","genero","engine_tech","status_codigo","metodo_modificacao","dificuldade","esforco_horas","viabilidade_claude","raciocinio_dificuldade","dilemas_compativeis","aderencia_psyfun","exemplo_concreto","popularidade","idade_publico","requisitos_tecnicos","custo_licencas","risco_tos","links","imagens","observacoes","fonte_agente"
"jumper-phaser","Jumper (Phaser)","2017","Richard Davey","web","platformer","Phaser","open-source","template-engine","1","XS","5","Template oficial.","PG","2","Coop platformer.","tutorial","all-ages","Phaser","grátis","1","https://github.com/photonstorm/phaser","","Oficial","html5-web"
"twine-stories","Twine interactive fiction","2009","Chris Klimas","web","interactive-fiction","Twine","open-source","template-engine","1","XS","5","Trivial para texto.","TG|UG","2","Narrativas com escolhas coop/trair.","Twine 500k+ usuários","all-ages","Twine","grátis","1","https://github.com/klembot/twinejs","","Text-based","html5-web"
"can-you-crack-it","Various text-based puzzles (canYouCrackIt clones)","2015","community","web","puzzle","JS","open-source","code-fork","1","XS","5","Trivial.","TG","2","Puzzle coop.","nicho","10+","JS","grátis","1","https://github.com/topics/puzzle","","Categoria","html5-web"
"wolf-sheep-cabbage","Logic puzzles (Bridges/Crossings/etc) JS","2016","various","web","logic","JS","open-source","code-fork","1","XS","5","Trivial.","CPG","2","Puzzle coop.","didáticos","all-ages","JS","grátis","1","https://github.com/topics/logic-puzzle","","Categoria","html5-web"
"emoji-game","Emoji Battle (open)","2021","community","web","party-casual","JS","open-source","code-fork","1","XS","5","Trivial.","PG","2","Coop.","nicho","all-ages","JS","grátis","1","https://github.com/topics/emoji","","Casual","html5-web"
"lifegame-js","Conway's Game of Life JS + variants","2015","various","web","simulation","Canvas","open-source","code-fork","1","XS","5","Trivial.","CG","2","Multi-user cell placement shared grid.","dezenas","all-ages","JS","grátis","1","https://github.com/topics/game-of-life","","Simulation","html5-web"
"frogger-html5","Frogger HTML5","2015","various","web","arcade","Canvas","open-source","code-fork","1","XS","5","Tutorial Udacity.","SD","2","Coop crossing.","milhares de alunos","all-ages","JS","grátis","2","https://github.com/topics/frogger","","Konami marca","html5-web"
"wacky-racers","Wacky Racers (FOSS multiplayer racer)","2020","community","web","racing","three.js","open-source","code-fork","3","M","4","3D racing.","SD","3","Item usage decisions.","nicho","10+","three.js","grátis","1","https://github.com/topics/racing-game","","Categoria","html5-web"
"slay-the-spire-sts-itch","Downfall (StS mod standalone)","2020","Michael Mayhem team","windows|mac|linux","deckbuilder-roguelike","Java/LibGDX","modding-community","mod-loader-oficial","3","M","4","Itch-distribuído, usa Slay the Spire como base via BaseMod. Patching Java via Javassist.","PD","3","Cards custom que dão buff pro oponente ou debuff — coop vs competir","itch 100k+ downloads, base StS 18M copies","12+","StS base, BaseMod, Java","StS R$50","2","https://michaelmayhem.itch.io/slay-the-spire-downfall","","Requer StS comprado","itch-source"
"the-uncle-who-works-at-nintendo","The Uncle Who Works For Nintendo","2014","Michael Lutz","web","twine-horror","Twine","open-source","code-fork","1","XS","5","Twine = HTML. Source visível. Narrativa com escolhas.","TG","2","Mod pra escolhas coop/trair com NPC","itch 100k+ plays","16+","Twine","gratuito","1","https://mm-lutz.itch.io/the-uncle-who-works-for-nintendo","","Horror narrativo — baixa aderência","itch-source"
"cataclysm-dda","Cataclysm: Dark Days Ahead","2013","CleverRaven","windows|mac|linux|android","roguelike","C++","open-source","mod-loader-oficial","3","M","4","CC-BY-SA, JSON mods + C++. Faction system.","PD|TG","3","NPC trade mod — payoff coop/trair nas interações","itch + web 1M+ downloads","16+","JSON ou C++","gratuito","1","https://cataclysmdda.org/ | https://github.com/CleverRaven/Cataclysm-DDA","","","itch-source|open-source"
"gdevelop-templates","GDevelop templates & games","2008","Florian Rival","windows|mac|linux|web","engine","GDevelop","open-source","creative-mode-in-game","1","S","3","MIT visual editor; Claude não interage bem com UI drag-drop","PG|PD","3","","itch 100k+ GDevelop games","all-ages","GDevelop","gratuito","1","https://gdevelop.io/ | https://gdevelop-app.itch.io/","","","itch-source"
"liquidwar","Liquid War","1995","Christian Mauduit","windows|mac|linux","mass-strategy","C","open-source","code-fork","3","M","4","GPL, C","PG","3","","nicho histórico","all-ages","C","gratuito GPL","1","http://www.ufoot.org/liquidwar/v6","","","itch-source"
"haxe-games","Haxe/HaxeFlixel FOSS games","2014","HaxeFlixel community","web|windows|mac|linux","engine-games","Haxe/HaxeFlixel","open-source","code-fork","3","S","4","MIT, Haxe (Claude competente)","PG|PD","3","","itch ~2k HaxeFlixel games","all-ages","Haxe","gratuito MIT","1","https://haxeflixel.com/ | https://itch.io/games/tag-haxe","","","itch-source"
"increpare-games","PuzzleScript (Stephen Lavelle)","2013","Stephen Lavelle","web","puzzle-engine","PuzzleScript/JS","open-source","creative-mode-in-game","1","XS","5","MIT, DSL em HTML editor","CPG","2","","itch 10k+ PuzzleScript games","all-ages","PuzzleScript","gratuito MIT","1","https://www.puzzlescript.net/ | https://github.com/increpare/PuzzleScript","","","itch-source"
"battleships-foss","Battleships FOSS clones","2015","varies","web","turn-strategy","JS","open-source","code-fork","1","XS","5","","CPG","2","","comum","all-ages","JS","gratuito","1","https://itch.io/games/tag-battleship","","","itch-source"
"micropolis","Micropolis (SimCity FOSS)","2008","Don Hopkins","windows|mac|linux|web","city-sim","C++/Python","open-source","code-fork","3","M","4","GPL3, C++ + Python bindings","CG","3","Shared city budget, players decide tax contribution","nicho retrô","all-ages","C++","gratuito GPL","1","https://github.com/SimHacker/micropolis","","","itch-source"
"scratch-games","Scratch (MIT) games exported","2007","MIT Media Lab","web","engine","Scratch","open-source","creative-mode-in-game","1","XS","3","Scratch editor visual; projects 100% abertos. BSD.","PG|PD","3","","Scratch 80M+ projects","all-ages","Scratch","gratuito BSD","1","https://scratch.mit.edu/ | https://itch.io/games/tag-scratch","","Scratch não ideal mas inclui","itch-source"
"bevy-breakout","Bevy breakout / jam games","2020","Bevy community","windows|mac|linux|web","engine-demos","Rust/Bevy","open-source","code-fork","3","S","4","MIT/Apache, Rust","PG|PD","3","","Bevy 30k+ stars","all-ages","Rust","gratuito","1","https://bevyengine.org/ | https://itch.io/games/tag-bevy","","","itch-source"
"tetris-android-foss","Fries (Tetris FOSS Android)","2014","Various","android","puzzle","Android Java","open-source","code-fork","1","XS","5","Clone Tetris simples Android","CPG","2","Modo 2P com linhas enviadas pro outro — escolha trair enviando lixo","F-Droid nicho","all-ages","Android Java","MIT","1","https://f-droid.org/packages/name.boyle.chris.tetris/","","Tetris attack 2P permite trair","mobile-foss"
"open-rct2","OpenRCT2 (Android)","2016","OpenRCT2 community","android|windows|linux|mac","simulation","C++ + JavaScript plugin API","open-source","scripting-in-game","3","M","4","Reimpl open RollerCoaster Tycoon 2; plugin API JS; precisa dos assets originais","CG|PG","3","Multiplayer parque compartilhado — decisao construir atracao comum vs pessoal","GitHub 10k+ stars","all-ages","C++, JS plugin API","GPLv3 engine + jogo R$20","2","https://github.com/OpenRCT2/OpenRCT2","","Precisa assets RCT2 originais","mobile-foss"
"openbor-android","OpenBOR (Android port)","2014","OpenBOR community","android|windows","beat-em-up","C","open-source","scripting-in-game","3","M","4","Engine open de Beats of Rage; scripting custom; mods","SH|CPG","3","Beat em up 2P coop — escolha compartilhar power-ups","nicho retro","12+","C","BSD","2","https://github.com/DCurrent/openbor","","","mobile-foss"
"stendhal","Stendhal","2005","Arianne Team","windows|mac|linux|web","mmorpg-2d","Java (Arianne engine)","open-source","code-fork","3","M","4","MMO Java; servidor próprio rodável; quests em Java modificáveis. Mais moldável que TMW se equipe sabe Java.","TG|PG|DG","3","Quest: dois players recebem recompensa em grupo; um escolhe distribuir igual (coop) ou ficar com tudo (trair) — Dictator.","Pequena mas ativa 20 anos","10+","Java, MySQL","grátis (GPL)","1","https://stendhalgame.org/ | https://github.com/arianne/stendhal","","Java bem documentado ajuda Claude.","open-source"
"sandspiel","Sandspiel","2019","Max Bittker","web","sandbox-physics","Rust/WASM","open-source","code-fork","3","S","4","Sandbox de pó no navegador, Rust/WASM. Code pequeno bem estruturado.","CG","3","Fork 2-jogador no server: recursos compartilhados; derramar pó ao seu canto (trair) ou no centro comum (coop).","100k+ usuários estimados","all-ages","Rust, WebAssembly, JS","grátis (MIT)","1","https://sandspiel.club/ | https://github.com/MaxBittker/sandspiel","","Web nativo = fácil de distribuir pra experimento.","open-source"
"libgdx-demos","SuperJumper / Drop (libGDX)","2013","libGDX","windows|mac|linux|android|ios|web","arcade-demo","Java/libGDX","open-source","template-engine","1","XS","5","Demos mínimos cross-platform. Perfeitos pra Claude hackear mecânica coop/trair do zero em Java.","PD|PG|SH","2","Drop 2-player: pegar gota central (coop=ambos ganham ponto) vs pegar gota pessoal do rival (trair).","Tutoriais oficiais libGDX","all-ages","Java, libGDX","grátis (Apache 2.0)","1","https://libgdx.com/wiki/start/a-simple-game","","Excelente base template pra Claude.","open-source"
"godot-demo-pong","Godot demos (Pong/Platformer)","2019","Godot Engine","cross-platform","arcade-demo","Godot/GDScript","open-source","template-engine","1","XS","5","Templates oficiais Godot. GDScript é Python-like — Claude escreve fácil. Multiplayer nativo.","PD|PG|SH|CPG","2","Pong coop: evitar bola cair (coop) vs ricochetear pro lado do parceiro (trair).","Centenas de milhares de usuários Godot","all-ages","GDScript","grátis (MIT)","1","https://github.com/godotengine/godot-demo-projects","","Melhor template pra experimento rápido.","open-source"
"phaser-examples","Phaser examples (generic)","2014","Phaser Studio","web","arcade-demo","Phaser (JS)","open-source","template-engine","1","XS","5","Phaser é framework web 2D com centenas de exemplos FOSS. Ideal pra Claude criar experimento web custom.","PD|PG|SH","2","Exemplo 2-player local: cada jogador pode construir estrutura conjunta (coop) ou pessoal (trair).","1M+ devs usam Phaser","all-ages","JavaScript, Phaser","grátis (MIT)","1","https://phaser.io/examples","","Framework não é jogo em si — catálogo de base templates.","open-source"
"excalibur-js","Excalibur.js game templates","2014","Excalibur.js Team","web","arcade-demo","TypeScript/Canvas","open-source","template-engine","1","XS","5","Framework JS/TS pra jogos 2D browser. Templates oficiais. Claude escreve do zero.","PD|PG|SH|CPG","2","Jogo custom 2-player browser: pote comum + escolhas coop/trair — prototipagem <20h.","Nicho dev","all-ages","TypeScript","grátis (BSD)","1","https://excaliburjs.com/ | https://github.com/excaliburjs/sample-platformer","","Template útil.","open-source"
"kenney-templates","Kenney asset+templates","2013","Kenney Vleugels","cross-platform","asset-pack","various","open-source","template-engine","1","XS","5","Kenney publica assets CC0 + templates Godot/Phaser. Ideal pra compor experimento do zero.","PD|PG|SH","2","Compor jogo Godot/Phaser usando assets Kenney + lógica dilema escrita por Claude.","Usado mundialmente","all-ages","engine escolha","grátis (CC0)","1","https://kenney.nl/","","Não é jogo, mas recurso pra Claude montar.","open-source"
"phaser-platformer-template","Phaser platformer template (Mighty Editor)","2017","community","web","arcade-demo","Phaser","open-source","template-engine","1","XS","5","Template FOSS platformer web. Claude estende com mecânica dilema.","PD|SH|CPG","2","Dois players web: atalho pessoal vs caminho conjunto.","Nicho dev","all-ages","JavaScript","grátis (MIT)","1","https://github.com/photonstorm/phaser3-examples","","","open-source"
"love2d-examples","LÖVE game examples","2008","LÖVE community","windows|mac|linux|android|ios","framework-demo","LÖVE/Lua","open-source","template-engine","1","XS","5","LÖVE (engine Lua 2D) já em classic-reimpl mas exemplos são jogos próprios. Claude adora Lua.","PD|SH|CPG","2","Mari0-like co-op: cenários com atalho pessoal vs comum — Lua puro.","Centenas de jogos LÖVE","all-ages","Lua","grátis (zlib/MIT)","1","https://love2d.org/wiki/Category:Games","","LÖVE engine em classic-reimpl, mas jogos individuais são novos aqui.","open-source"
"craftyjs","Crafty.js game examples","2012","Crafty team","web","framework-demo","JavaScript","open-source","template-engine","1","XS","5","Framework JS 2D. Exemplos FOSS.","PD|SH","2","Experimento web 2-player com Crafty + lógica dilema custom.","Nicho dev","all-ages","JavaScript","grátis (MIT)","1","https://craftyjs.com/","","","open-source"
"ren-py","Ren'Py","2004","Tom Rothamel","cross-platform","visual-novel-engine","Python","open-source","template-engine","1","XS","5","Visual novel engine Python. Extremamente simples pra Claude. Forca dilema narrativo.","PD|TG|UG|DG","2","VN 2-player (local pass-device): cada um escolhe trair ou cooperar a cada rodada — PD iterado visual.","Grandes indies (Doki Doki, etc)","all-ages","Python, Ren'Py script","grátis (MIT)","1","https://www.renpy.org/ | https://github.com/renpy/renpy","","Força excelente pra dilemas mediados por narrativa.","open-source"
"twine","Twine","2009","Chris Klimas","web","ifiction-engine","HTML/JS","open-source","template-engine","1","XS","5","Interactive fiction engine. Perfeito pra dilemas narrativos text-only.","PD|UG|DG|TG","2","IF 2-player (sequencial): escolhas tipo Trust Game em texto. Logging via HTML/JS.","Ferramenta indie top","all-ages","JavaScript, Twine","grátis (GPL)","1","https://twinery.org/","","Ótimo pra protótipo rápido.","open-source"
"ink-inkle","Ink (Inkle)","2016","Inkle","cross-platform","ifiction-engine","C#/JavaScript","open-source","template-engine","1","XS","5","Ink é linguagem narrativa FOSS. Excelente pra construir dilemas ramificados.","PD|TG|UG","2","História Ink 2-player com escolhas de divisão de recurso.","Usado em 80 Days, Sorcery","all-ages","Ink","grátis (MIT)","1","https://www.inklestudios.com/ink/","","","open-source"
"sea-of-thieves","Sea of Thieves","2018","Rare","windows|xbox","mmo-coop","Unreal Engine 4","closed-only","engenharia-reversa","5","XL","1","EasyAntiCheat, Microsoft. Proibido modding. Só referência.","PD|PG|SH","5","Crew dinâmica cooperar/trair explícita — mas sem modding.","40M+ players lifetime","13+","N/A","R$150","5","https://www.seaofthieves.com","","Referência de dilema natural. Não candidato.","party-multiplayer"
"first-class-trouble","First Class Trouble","2021","Invisible Walls","windows|playstation","social-deduction","Unreal Engine 4","closed-only","engenharia-reversa","5","L","1","UE4, sem modding oficial. Referência.","PD","5","Among Us em 3D — pessoais vs personoids.","1M+ lifetime","13+","N/A","R$60","5","https://store.steampowered.com/app/915250","","Só referência mecânica.","party-multiplayer"
"deceit","Deceit","2017","Automaton Games","windows","social-deduction","Unreal Engine","closed-only","engenharia-reversa","5","L","1","UE, closed, modding hack apenas.","PD|PG","5","Infected vs innocent FPS. Apenas referência.","Steam grátis, 300k reviews","16+","N/A","grátis","5","https://store.steampowered.com/app/466240","","Deceit 2 lançou 2023, mesma situação.","party-multiplayer"
"dread-hunger","Dread Hunger","2021","Digital Confectioners","windows","social-deduction","Unreal Engine 4","closed-only","engenharia-reversa","5","L","1","UE4 closed. Referência apenas.","PD|PG|CG","5","Survival ártico 8 jogadores, 2 traidores. Recursos escassos + dilema coalizão.","Steam 82% 30k reviews, nicho","16+","N/A","R$80","5","https://store.steampowered.com/app/1388880","","Mecânica excelente mas inviável modificar.","party-multiplayer"
"foxhole","Foxhole","2022","Siege Camp","windows","mmo-war","Unreal Engine 4","closed-only","engenharia-reversa","5","XL","1","Closed, anti-cheat. Só referência.","PG|CG|SH","5","100+ player war com logística comunitária = PG massivo. Mas inviável modificar.","Steam 80% 25k reviews","13+","N/A","R$80","5","https://store.steampowered.com/app/505460","","Referência acadêmica de PG massivo. Não candidato.","party-multiplayer"
"openttd-multiplayer","OpenTTD (multiplayer)","2004","OpenTTD team","windows|mac|linux","tycoon-multiplayer","C++","open-source","code-fork","3","M","4","C++ codebase maduro. GPL. Multiplayer competitivo/coop.","CG|CPG|BG","3","Compartilhar rotas de trem (CPG) ou sabotar (CG).","GitHub 7k stars, 100k+ DAU","10+","C++, GCC","grátis","1","https://www.openttd.org | https://github.com/OpenTTD/OpenTTD","","Pesado pra pesquisa curta.","party-multiplayer"
"openra","OpenRA (C&C remake)","2010","OpenRA project","windows|mac|linux","rts","C#","open-source","code-fork","3","M","4","C# codebase, GPL, ativo. Modding direto.","SH|BG|PG","3","RTS multiplayer com alianças.","GitHub 14k stars","10+","C#, .NET","grátis","1","https://www.openra.net","","RTS — dilema fraco sem modificação grande.","party-multiplayer"
"mturk-toolkit","PsiTurk","2014","NYU Computational Cognition Lab","web","experiment-framework","Python/Flask + JS","open-source","code-fork","3","S","4","Framework pra rodar experiments em MTurk. Hospedagem + API MTurk.","DG|UG|PD","3","One-shot DG em MTurk com recruitment automático.","centenas de papers cog psych","18+","Python, MTurk keys","grátis","2","https://psiturk.org | https://github.com/NYUCCL/psiTurk","","Amazon MTurk anda problemático (bots). Prolific é alternativa mais limpa.","research-serious"
"socialcuedtask","Social Cued Public Goods (Fehr)","2008","Fehr Lab Zurich","windows","experiment-task","z-Tree","source-available","code-fork","3","S","2","z-Tree scripts, paper-specific.","PG","4","PGG with social cues (faces, group identity primes). Scripts distribuídos on request.","papers Fehr Lab 2000s","13+","z-Tree","grátis research","2","","","Útil como referência de design; port pra oTree é direto.","research-serious"
"camerer-ultimatum-lab","Camerer Ultimatum Lab Software","1995","Colin Camerer / Caltech","windows","experiment-task","z-Tree/custom","source-available","code-fork","3","S","2","Ports e scripts de estudos históricos. Disponíveis under request.","UG|BG","4","Referência histórica de UG; fácil de portar.","historicamente relevante","13+","z-Tree","grátis research","2","","","Catalogado pra completude.","research-serious"
"nudge-the-planet","Nudge the Planet","2021","SEI / CCIC","web","serious-game","Phaser","source-available","code-fork","3","S","4","Phaser, source parcial.","CG|PG","3","Decisões climáticas — adaptável para public goods game ambiental.","nicho educativo","10+","Phaser","grátis","2","","","Jogo educativo; código parcial.","research-serious"
"expgames","ExpGames (R package)","2018","R community","windows|mac|linux","simulation-library","R/Shiny","open-source","code-fork","3","S","4","R Shiny apps for common games.","PD|PG|UG|DG","3","Shiny apps educativos.","nicho","13+","R","grátis","1","","","R menos comum que Python em multiplayer.","research-serious"
"charity-link-task","Real Effort Task + Charity (Falk/Szech)","2013","Falk & Szech","windows|web","experiment-task","oTree","source-available","code-fork","3","S","4","Task moral-markets; porte oTree.","DG|PD","3","Escolher ganhar dinheiro vs salvar vida (ratos).","Science 2013","18+","oTree","grátis research","2","","","Moralmente carregado.","research-serious"
"pettingzoo","PettingZoo","2020","Farama Foundation","windows|mac|linux","simulation-library","Python","open-source","code-fork","3","S","4","Multi-agent gym-like; butterfly envs.","PD|PG|CPG","3","Adaptar Cooperative Pong ou Prison env.","~2k stars","13+","Python","grátis","1","https://pettingzoo.farama.org","","Backend AI; precisa UI.","research-serious"
"stormworks-lua","Stormworks: Build and Rescue (Lua Microcontrollers)","2020","Geometa","windows","vehicle-sim","Custom + Lua 5.3","sdk-oficial","scripting-in-game","3","M","4","Microcontrollers aceitam Lua 5.3 com API oficial. Também addons Lua server-side. Claude Code confortável.","SH|CPG|CG","3","Cenário coop: dois barcos devem salvar NPC — decidir se gasta combustível compartilhado (coop) ou reserva próprio (trair) via script de addon.","Steam 78% 45k reviews","10+","Lua 5.3, addon API","jogo R$50","1","https://geometa.zendesk.com/hc/en-us/articles/4404019574674-Scripting-Documentation","","","reverse-gray"
"scrapmechanic-lua","Scrap Mechanic (Lua Challenge/Survival Mods)","2016","Axolot Games","windows","sandbox-building","Custom + Lua","sdk-oficial","scripting-in-game","3","M","4","SDK oficial com Lua, editor, custom game modes. Survival coop suporta mod com scripts de regra.","PG|CG|SH","3","Survival mod: recursos (oil) armazenados em 'chest do grupo' ou no inventário — jogador escolhe a cada extração.","Steam 93% 70k reviews","7+","Lua, XML","jogo R$45","1","https://scrapmechanic.com/modtool","","","reverse-gray"
"wowup-addon-api","WoW Classic/Retail Addon API","2004","Blizzard","windows|mac","mmo-addon","WoW + Lua 5.1","sdk-oficial","sdk-oficial","3","M","4","API Lua Blizzard restrita (no combat input auto), mas suficiente para UI e logging. ToS explícito permite pesquisa.","PG|TG","3","Addon em guilda de pesquisa: botões UI customizados de 'contribuir para guild bank' registram decisões com timestamp — PGG natural em cultura guild.","1M+ addons ativos","12+","Lua 5.1, XML","sub WoW","1","https://wowpedia.fandom.com/wiki/World_of_Warcraft_API","","ToS permite; precisa recrutar jogadores ativos","reverse-gray"
"kos-ksp","kOS (Kerbal Space Program)","2013","kOS community (FOSS)","windows|mac|linux","rocket-sim-scripting","Unity + KerboScript","open-source","scripting-in-game","3","M","4","KerboScript é DSL dedicada, docs OK. Multiplayer KSP via DMP/LMP permite dilemas. Claude escreve script direto.","SH|PG|CPG","3","LunarMP servidor: dois jogadores sincronizam launch window para rendezvous (Stag Hunt — coop exige ambos). Script automatiza decisão.","KSP 4M+ copies","10+","KerboScript","KSP R$100","1","https://ksp-kos.github.io/KOS/","","KSP é single-player oficialmente; requer mod MP","reverse-gray"
"gzdoom-zscript","GZDoom (ZScript)","2005","GZDoom team (FOSS)","windows|mac|linux","fps-classic","Fork Doom source + ZScript","open-source","scripting-in-game","3","M","4","ZScript é linguagem moderna OO específica. DECORATE mais simples. Multiplayer Zandronum permite coop+pvp misto.","PD|PG|SH","3","WAD custom coop: ammo em 'backpack comum' — level design decide payoff. Stag Hunt em shooter.","comunidade Doom: GBs de WADs","16+","ZScript, WAD editor","gratuito (Freedoom) ou Doom R$20","1","https://zdoom.org/wiki/ZScript","","Freedoom = IWAD FOSS","reverse-gray"
"vintage-story-mods","Vintage Story (C# mods)","2018","Anego Studios","windows|mac|linux","voxel-survival","C# + mod API","sdk-oficial","scripting-in-game","3","M","4","API C# documentada, ModDB oficial. Claude trivial com C#.","PG|CG|SH","3","Survival coop mod onde 'village grainstore' é público — decidir depositar ou consumir solo. PG clássico.","75k+ copies","10+","C#","jogo US$20","1","https://wiki.vintagestory.at/Modding:Modding","","Survival coop polished","reverse-gray"
"starbound-lua","Starbound (Lua Mods)","2016","Chucklefish","windows|mac|linux","sandbox-coop","C++ + Lua","sdk-oficial","scripting-in-game","3","M","4","Lua mods oficiais via Steam Workshop. Claude trabalha bem. Coop limitado a 2-4 no típico.","PG|CG","3","Ship 'communal storage' mod — deposit vs hoard. Public Goods no ship coop.","Steam 82% 90k reviews; 3M+ copies","10+","Lua","R$40","1","https://starbounder.org/Modding","","","reverse-gray"
"fallout-new-vegas","Fallout: New Vegas","2010","Obsidian / Bethesda","windows|playstation|xbox","open-world-rpg","Gamebryo","sdk-oficial","sdk-oficial","3","M","2","GECK editor oficial; NVSE community; sistema de facções já mapeia cooperar/trair. Modding scene madura mas engine antiga","PD|TG|UG|BG","4","Aproveitar sistema de facções (NCR/Legion/Vegas) já cooperar-ou-trair nativo: mod adiciona NPC companion que propõe splits tipo UG após cada quest — jogador aceita/rejeita","Steam 93% 120k reviews, 12M+ copies, culto eterno","16+","GECK, NVSE, FNVEdit","jogo R$30","2","https://store.steampowered.com/app/22380 | https://www.nexusmods.com/newvegas","","Facções nativas são dilema-like; pode simplificar muito o mod","sdk-aaa"
"cities-skylines-1","Cities: Skylines","2015","Colossal Order / Paradox","windows|mac|linux|switch|playstation|xbox","city-builder","Unity","sdk-oficial","sdk-oficial","3","M","4","Mod tools oficiais em Unity C#; Paradox mods hub; Harmony patches community. Docs claros, exemplos abundantes","PG|CG","3","Mod multiplayer-share onde múltiplos 'bairros' contribuem pra orçamento comum (PG) — subsidiar serviço público ou reter imposto. Modo simulado single-player","Steam 87% 180k reviews, 12M+ copies","all-ages","Unity, C#, Harmony, Paradox Mods","jogo R$80","2","https://store.steampowered.com/app/255710 | https://steamcommunity.com/app/255710/workshop/","","Workshop tem 200k+ itens; plataforma mais madura pro pesquisador","sdk-aaa"
"cities-skylines-2","Cities: Skylines II","2023","Colossal Order / Paradox","windows|playstation|xbox","city-builder","Unity","sdk-oficial","sdk-oficial","3","M","4","Editor oficial ainda em fase beta extended; API menos madura que o 1. Mas arquitetura mais moderna","PG|CG","3","Similar ao CS1 mas com sistema econômico redesenhado que já modela compartilhamento de recursos regional","Steam 63% 46k reviews (misto após problemas técnicos)","all-ages","Unity, C#, Paradox Mods","jogo R$200","2","https://store.steampowered.com/app/949230","","Recepção ruim ainda; CS1 segue preferível em 2026","sdk-aaa"
"7-days-to-die","7 Days to Die","2013","The Fun Pimps","windows|mac|linux|playstation|xbox","zombie-survival","Unity","modding-community","mod-loader-oficial","3","S","4","XML-based modding oficial + C# patches; docs comunitárias","PG|CG|SH","3","Mod de comunidade-base compartilhada vs base individual","Steam 88% 190k reviews","16+","XML, C#","jogo R$50","2","https://store.steampowered.com/app/251570","","Em early access eterno mas oficialmente 1.0 em 2024","sdk-aaa"
"starsector","Starsector","2023","Fractal Softworks","windows|mac|linux","space-rpg","Java custom","sdk-oficial","mod-loader-oficial","3","M","4","Java + JSON + LazyLib community; docs OK","PD|TG|BG","3","Single-player; faction diplomacy mod com dilemas iterados","Não Steam; 4.5M+ downloads","13+","Java","jogo US$15","2","https://fractalsoftworks.com/","","Em beta eterno mas estável","sdk-aaa"
"endless-space-2","Endless Space 2","2017","Amplitude / Sega","windows|mac|linux","4x","Unity","sdk-oficial","mod-loader-oficial","3","M","4","Modding tools oficiais; XML/Lua; Games2Gether platform","PD|BG|CPG","3","Senate votes modificados pra dilemas binários","Steam 83% 30k reviews","10+","XML, Amplitude tools","jogo R$80","2","https://store.steampowered.com/app/392110","","Mais fácil que Paradox","sdk-aaa"
"humankind","Humankind","2021","Amplitude / Sega","windows|mac|playstation|xbox","4x","Unity","sdk-oficial","mod-loader-oficial","3","M","4","Amplitude modding tools; XML","PD|BG","3","Diplomatic grievance/demand system já dilema","Steam 72% 30k reviews","10+","XML","jogo R$150","2","https://store.steampowered.com/app/1124300","","Amplitude stack","sdk-aaa"
"supreme-commander-fa","Supreme Commander: Forged Alliance","2007","Gas Powered Games / THQ","windows","rts","Moho","modding-community","scripting-in-game","3","M","4","Lua scripting nativo; FAF (Forged Alliance Forever) client open-source","PD|SH","3","Team game: resource sharing on/off — PD escalado","FAF 100k active monthly","10+","Lua, FAF","jogo R$30","2","https://www.faforever.com/","","FAF é open-source; ver também classic-reimpl","sdk-aaa"
"blood-on-the-clocktower","Blood on the Clocktower","2022","The Pandemonium Institute","web","social-deduction","custom web","closed-only","engenharia-reversa","5","L","1","Online tool oficial fechado; IP protegido. Social deduction complexo.","TG|PD","5","Mecânica ouro mas digital fechado; replicar em TTS","BGG top 20 recent","13+","n/a","script tool free","4","https://bloodontheclocktower.com/online","","TTS com scripts oficiais é o caminho","tabletop-digital"
"betrayal-at-house","Betrayal at House on the Hill (no digital port)","","Avalon Hill","web","coop-traitor","n/a","closed-only","engenharia-reversa","5","XL","1","Não há port digital oficial. Jogo físico apenas. Mecânica traidor é ouro para PsyFun.","PD|TG","5","Replicar em TTS é o único caminho. Mecânica traitor-after-haunt é PD one-shot","BGG top 50","12+","TTS Lua reimplement","n/a","2","https://boardgamegeek.com/boardgame/10547/betrayal-at-house-on-the-hill","","Reimplement em TTS é viável","tabletop-digital"
"trading-digital-merchants","Offworld Trading Company","2016","Mohawk Games","windows|mac|linux","economic-rts","custom","modding-community","scripting-in-game","3","M","4","OTC tem mod support oficial (XML + Lua). Mercado dinâmico de Mars = competição econômica pura.","BG|CG","3","MP 4-player de OTC = mercado auction real-time. Mod pra logging de trades","Steam 84% 3k reviews","10+","XML, Lua","R$80","1","https://store.steampowered.com/app/271240","","Mercado puro","tabletop-digital"
"modern-art-online","Modern Art","","Knizia / Mayfair","n/a","auction","n/a","closed-only","engenharia-reversa","5","L","1","Sem port digital official ativo. Mecânica de 5 tipos de leilão diferentes = ouro pra BG.","BG|UG","5","Modern Art = 5 tipos de auction (open, blind, once-around) na mesma partida. Replicar em TTS é valioso","BGG top 200 classic","12+","TTS","n/a","2","https://boardgamegeek.com/boardgame/118/modern-art","","Cinco tipos de auction = laboratório BG completo","tabletop-digital"
